word,tag
evenings,NNS
porch,VBP
bricks,NNS
bonnett,NN
barbequed,VBD
caryn,NNS
understand,JJ
morgan,NN
drool,NN
spearmint,NN
virgin,NN
dukkah,NN
milk,VB
stuff,VBP
debatable,JJ
el,NN
cheapo,NN
sweetening,VBG
slush,NN
toddler,VBN
ontop,JJ
bland,RP
chemicals,NNS
duplicate,JJ
eliminate,VB
mmmmmmm,NNS
muss,NN
coat,JJ
tad,VBP
ss,JJ
mayo,RBR
bacon,RB
wound,RB
preferred,JJ
develops,VBZ
somthing,VBG
set,VBP
hash,VBP
lb,RB
blanching,VBG
kosmic,VB
likes,JJ
tinkering,VBG
died,VBD
tad,VB
harder,JJR
laudee,VBP
okara,RB
residue,JJ
manufacture,NN
tofu,VB
oz,FW
heavier,JJ
stingy,JJ
formal,JJ
tunisian,JJ
confuse,NN
camel,NN
credit,NN
kisha,NNS
fresh,VB
cider,JJR
automatic,JJ
fridge,NNS
embarrased,VBD
yam,NN
stringy,VBP
slurped,VBD
winner,VBD
lovey,JJ
precooked,VBD
tbsps,VBZ
asiago,RB
tbsps,NNS
doer,JJ
weird,NN
tehina,NNS
pitchers,NNS
oranges,RB
floated,VBD
thim,NN
proofed,NN
parcels,JJ
tubs,NN
devery,NN
om,NN
bragging,VBG
enjoy,NNS
daring,VBG
yr,CC
pepperoni,NNS
surimi,NN
popsicle,NN
makers,NNS
nutritious,JJ
ellie,VB
cucmber,NN
castor,NN
combine,JJ
fashion,NN
akin,JJ
aloha,NN
cantaloupe,NN
irections,NNS
mistaken,VBN
tremendous,JJ
butterscotch,VBP
almond,VBP
conflicting,VBG
degrees,VBZ
ricotta,JJ
cover,VB
dust,JJ
scrod,JJ
oregano,IN
tsps,IN
confusion,NN
inbetween,JJ
thickly,JJ
sandwhich,VBP
insides,NNS
sndwich,JJ
atkins,VBZ
maintenance,NN
sumac,JJ
zaatar,NN
shouted,VBD
louder,JJR
stupendous,JJ
cheesecakes,NNS
clarified,VBD
whirl,WP
amended,VBD
mediterranen,JJ
mutual,JJ
admiration,NN
society,NN
marketing,NN
midwestern,NN
americans,NNS
politely,RB
uncover,RB
n,NNS
baquette,NN
guys,NN
turn,JJ
tivall,VBP
szeged,VBD
somebody,NN
mary,JJ
sauciness,JJ
coarse,NN
compliment,VB
scones,NNS
attempt,VBP
hooks,NNS
mixer,VBP
patted,VBD
round,JJ
triangles,VBZ
parmegiano,JJ
daydream,VBP
flour,VB
flaked,VBD
melded,VBN
cocoa,VBZ
fool,VB
measured,VBN
bell,VBP
wally,RB
hush,JJ
puppy,JJ
hush,NN
epicure,NN
selections,NNS
ranch,VBP
approx,NNS
tsps,RB
potaotes,VBZ
laudee,JJ
luck,VBP
middle,RB
chocolatey,VBP
think,NNS
wll,JJ
barbque,JJ
freezer,RB
barbque,NN
awhile,NN
mistake,JJ
reread,NN
equals,NNS
brown,VBP
discarded,VBD
quadrupled,VBN
tolerator,NN
countrylady,NN
quadruple,NN
quadrupled,VBD
tomatoey,NN
kalamata,VBD
wontons,NNS
froze,NNS
individually,RB
packing,VBG
toaster,JJR
plum,JJ
showing,VBG
impress,IN
szechuan,NN
peppercorns,VBZ
supermarkets,NNS
apricot,RB
nectar,RB
august,JJ
eventually,RB
succumbed,VBN
doughnuts,NNS
krispy,NNS
kreme,VBP
dunkin,FW
coriander,VB
mouth,VBP
weird,VBP
reading,JJ
naturally,RB
frugal,VBP
skip,VB
usung,JJ
ev,VBP
wine,NNS
maytag,JJ
carrots,VB
maligned,VBN
sprout,NN
mint,VBP
chilling,JJ
truffles,NNS
scarf,VBD
rocks,VBZ
humid,NN
enjoyed,VB
delivered,VBN
rush,VBP
feed,VBN
visitor,NN
searing,VBG
fun,NNS
recovering,VBG
surgery,NN
leapt,NN
danced,VBD
depressed,JJ
lawn,NN
eyebrows,NNS
licked,VBN
pertaining,VBG
miller,RBR
rake,VB
billion,CD
dollars,NNS
gooooooood,JJ
scottish,JJ
mounth,JJ
glenwhatever,NN
brogue,NN
thank,VBZ
lunar,NN
landscape,NN
rhubarb,NNS
lezlie,VB
cauliflower,JJ
view,NN
brighten,NN
improved,JJ
mouse,NN
permenantly,RB
yeast,JJ
beat,JJ
beaters,VB
btw,VBZ
martini,NN
act,JJ
told,VB
sunflower,VBP
realy,NN
thickens,VBZ
bolder,NN
burger,JJ
moosewood,NN
shouts,VBZ
fluffy,RB
rinsed,VBN
cappellini,NN
voila,NN
ala,NN
dido,JJ
cant,NN
watermelon,JJ
colorado,VBP
revamp,NN
colorado,NN
weekday,NN
sherbet,JJ
sherbet,NN
katrina,VBD
creates,NNS
somersizer,NN
alphabet,NN
ambitious,JJ
convert,VBP
salt,NNS
pints,NNS
calculations,NNS
hollowing,VBG
swirled,JJ
doughnuts,VBZ
smash,VBD
contrasts,NNS
repeatable,JJ
cannellini,NN
finger,JJR
gherkins,NNS
alittle,NNS
orlando,VBP
tbsp,VB
pearl,NN
overpower,NN
yoplait,RB
mushing,VBG
cheating,VBG
medley,NN
proud,JJ
foil,JJ
damp,NN
lead,NN
werer,JJ
doubling,JJ
deg,NN
step,VB
shrimp,VB
skip,NN
strain,VBP
bottom,RB
unmelted,JJ
chef,NNS
ruffled,VBD
opposed,JJ
atkinsing,NN
hides,NNS
guessed,VBD
tendorized,VBN
tenderizer,NN
scampi,NNS
mmmmmmmmmmmmmm,NNS
thee,JJ
pan,IN
bother,JJR
edit,VB
statement,NN
posibilities,NNS
dijon,FW
son,VB
move,JJ
weekends,NNS
find,IN
marsala,JJ
briefly,JJ
risk,NN
eigths,JJ
ton,IN
solely,RB
lack,VBP
quik,NN
flavour,VBP
ie,VB
painful,JJ
notice,VBP
tks,NN
upwards,NNS
cordial,JJ
sooner,JJR
scales,NNS
escape,NN
due,VB
tight,VBD
audrey,NN
serranos,JJ
jim,NN
anaheims,NNS
gift,VBP
sil,JJ
testing,VBG
sil,NN
yellows,NNS
sweeter,RB
blanced,VBN
freezer,RBR
suprise,NN
user,RB
disease,NN
humbug,NN
feta,VBZ
shish,JJ
cutty,JJ
bear,VB
discard,RB
sensitive,JJ
higher,RBR
excllent,NN
tcut,VBD
puttingvinegar,NNS
nursedi,JJ
july,RB
slab,NN
salty,VB
noshing,VBG
happier,JJR
dentist,NN
ellie,VBP
kree,JJ
loaf,RB
kree,VBP
mimi,RBR
cleaned,JJ
petsrus,VBP
bayleaf,NN
helps,NNS
marli,NN
marli,NNS
thanx,VB
yamma,NN
dee,VBP
submit,VB
brochure,NN
eggnog,JJ
eggnog,VBZ
reserved,JJ
repetoire,VBP
fall,VBP
largest,JJS
herbes,NNS
provence,NN
verry,NN
feeds,NNS
sleeping,VBG
slaved,VBD
whooo,NN
hooo,NN
argh,NN
prob,JJ
mountains,VBZ
discouraged,VBN
requesting,VBG
repeated,JJ
allow,NN
dido,NN
substitute,VBP
frui,NN
crispyness,NN
texture,VBP
clafoutis,NN
dreamgoddes,NNS
greyish,JJ
overtones,NNS
despise,VBP
mushroom,JJ
overhwleming,VBG
visiting,NN
colleges,NNS
hoagie,JJ
lentil,NNS
despiser,VBP
dynamite,NN
wombats,NNS
dollop,VB
legumes,NNS
gluten,VB
happening,NN
porcini,NN
lowfat,VBP
destined,VBD
prone,NN
membranes,NNS
chilis,JJ
strain,NN
certo,NN
looser,RBR
tupperware,VBP
laced,VBD
drenched,VBN
supper,VBP
frozen,RB
coloured,JJ
powder,JJR
spark,NN
line,NN
helen,NN
leeks,NNS
vastly,RB
underrated,VBN
aromatics,NNS
coriander,JJR
tire,NN
preferd,VB
accustomed,VBD
paranoia,VBP
overcooking,VBG
preferable,JJ
alleviates,VBZ
cardboardiness,JJ
introduced,VBD
return,VBP
wet,VBZ
stub,VBP
mesquite,JJ
stub,JJ
feta,RB
lacking,NN
fiend,VBP
touched,VBN
brined,VBD
mole,JJ
heist,NN
outdoor,VBP
barbecuing,VBG
project,VBP
attained,JJ
status,NN
expanding,VBG
dijon,VBP
tip,RP
forard,JJ
graham,NNS
wafer,VBP
digestive,VBP
happen,VBP
forgot,NNS
min,VBP
fettuccine,NN
alfredo,IN
southwestern,NN
perreoncinis,NN
masterpiece,NNS
boxed,VBD
waist,JJ
sloopy,JJ
breaker,NN
meow,VBP
wagon,NN
grandmother,RB
nectarine,JJ
gingerroot,NN
yield,JJ
teaspoonful,JJ
puree,VB
mth,NN
devoured,JJ
omit,VB
discard,NN
whey,NN
roses,VBZ
suff,VBZ
whey,JJ
moreover,RB
preservatives,NNS
joined,VBN
exclusive,JJ
club,RB
claim,NN
saving,NN
prices,NNS
meal,RB
switch,NN
pots,NNS
quart,VBP
tansfered,VBD
q,JJ
meegwetch,VBP
example,NN
fiddling,VBG
compliment,VBP
sweetness,VBP
created,VBD
marites,NNS
chippie,VBP
steamy,NNS
slave,VBP
slit,VBP
lengthwise,JJ
spilled,VBD
cornflour,NNS
syrup,VBP
sleeve,VBP
marinaded,VBD
halves,VBZ
batter,VB
scandanavian,JJ
summers,NNS
michigan,NN
finnish,JJ
cardamon,NN
relived,VBD
eg,VBP
herbs,RB
pleny,NN
expand,VBP
gaps,NNS
lifestyle,NN
toddler,VBZ
dissappointed,VBN
softens,NNS
clotted,VBN
parm,JJ
conclude,NN
imitation,NN
threatened,VBD
bodily,RB
harm,JJ
patio,NN
relaxing,NN
ranks,VBZ
gross,JJ
earns,VBZ
squash,VBP
pepperoncini,NN
ment,NN
infuses,NNS
burger,VBD
overmixed,JJ
dare,VBP
begins,VBZ
marnier,RBR
eliminates,NNS
noisy,VBP
mixes,NN
ancient,JJ
cranked,VBN
tournament,NN
dorm,NN
sliplock,NN
cod,NNS
cucmber,JJ
spot,JJ
taught,JJ
opps,RB
imparted,VBD
danish,JJ
rennet,JJ
vegearian,VBP
cola,NN
vinaigrette,JJ
watermelon,VBP
eggbeaters,NNS
bothering,VBG
pasteurizing,VBG
sum,VBD
hall,VBP
fame,JJ
sausage,VB
stew,VBP
di,FW
priority,NN
scalloped,VBN
delivery,NN
kitchenmaniac,IN
ziti,NNP
maggi,JJ
marinara,NN
refrigerated,JJ
garnishings,NNS
stirfry,NN
dollups,NNS
laid,NN
laying,VBG
go,JJ
snack,RP
worst,JJS
reality,NN
lol,NNS
developing,VBG
chorizo,VBP
canteloups,NNS
roquefort,VBP
crazy,NNS
differences,NNS
crock,VBP
spurting,VBG
heaped,VBD
memories,VBZ
pure,JJ
slovac,JJ
pa,NN
grandmothers,NNS
remake,VBP
ready,NN
less,VB
extract,RB
bury,NN
bottled,VBN
jacq,NN
blender,JJ
predominantly,RB
flamk,RB
amberjack,RB
papers,NNS
km,VBD
modified,VBN
guacamole,JJ
benefitted,VBN
sat,NN
strength,NN
crushing,VBG
worry,VB
bravo,RB
rubbed,JJ
cavities,NNS
skin,VBD
omiting,VBG
misting,VBG
scorching,VBG
balanced,JJ
spray,VB
extremly,RB
wear,VB
resistent,JJ
rubber,NN
kozmic,JJ
blues,NNS
mmmmmmm,VBD
nonfat,IN
struggling,VBG
authority,NN
tuna,RB
football,NN
omited,VBN
seasoings,NNS
outside,VB
mizznezz,NN
lipton,NN
bags,NN
barilla,NN
permit,NN
charm,VBP
ends,NNS
stripped,VBD
husk,NN
rim,JJ
shoot,NN
hoagie,NN
tender,RP
shredding,NN
rootbeer,VBP
sauce,RBR
gods,NNS
yeah,PRP
died,JJ
smothered,JJ
kimchee,NN
ribs,VBZ
mouth,FW
damn,JJ
dear,JJ
aahyayayayaya,NN
caffiene,NN
comibnation,NN
proscuitto,NN
foreman,RB
sammiches,NNS
maybe,JJ
meat,RB
nasi,NN
goreng,NN
igredient,NN
nasi,JJ
gorengs,NNS
thin,VB
penzey,NN
collegue,VBP
require,VBP
protein,NNS
rise,JJ
characteristic,JJ
chemistry,NN
catagory,NN
wherein,NN
reccommends,VBZ
afore,NN
typo,VBP
thawed,JJ
useful,JJ
truffles,VBZ
disappeared,RB
flexible,JJ
tastewise,NN
reserving,VBG
sweet,NNS
yep,NN
curly,RB
hixson,NN
mojito,NN
wedge,NN
precise,NN
fixable,JJ
tomorrows,NNS
steak,VB
kick,NNP
cayanne,NN
fava,JJ
hannibal,JJ
lechter,NN
lima,NN
aspire,VBP
parlor,NN
stromboli,RB
ian,JJ
listed,VBD
step,JJ
discrepancy,NN
susan,NN
fudgy,JJ
experiencing,VBG
glut,NN
gardens,NNS
stragedy,VBP
gerty,JJ
spread,VBN
meany,NN
stromboli,JJ
tbl,JJ
humidity,NN
behaves,NNS
twang,VBP
sickly,JJ
defrost,JJ
lot,VBD
cornell,NN
boneless,RB
butterflied,VBD
olathe,JJ
emanated,VBD
preferred,VB
dryer,NN
perk,JJ
blackout,NN
suggested,VB
loaded,VBN
raspberry,VB
decorated,VBN
fun,RBR
raspberry,JJ
eliminated,VBN
grandmother,VBP
midori,RB
pool,NN
spiked,VBD
shortcake,VBP
wavey,VBP
favor,NN
shallow,VBP
deli,VB
maximum,JJ
troy,VBP
disapeared,VBN
describe,VB
intimidated,JJ
realiy,VBP
equates,VBZ
vvegetable,JJ
indian,VB
dop,NN
leu,NN
flavorless,JJ
ask,VBP
felt,JJ
insisted,VBD
removal,NN
go,NNS
mizz,NN
nezz,RB
whip,VBP
tbsp,RP
thin,IN
manage,NN
wars,NNS
favors,NNS
spiral,JJ
audrey,JJ
tried,VB
nezz,NN
disappear,JJ
sandwich,RB
caper,NN
vinegar,RB
sarah,RB
juniper,NN
shorter,JJ
sampled,JJ
foolproof,VBP
approx,NN
unheard,JJ
sooooo,VBZ
looked,RB
eachother,RB
pan,VBZ
spaced,VBN
nasty,JJ
opaque,NN
opaqueness,NN
avoid,IN
feed,VB
believes,VBZ
limes,JJ
pitcher,JJ
sugar,RB
fuzz,NN
ellie,NN
shariing,VBG
recicpe,NN
fired,VBN
barbie,JJ
proof,IN
drssing,VBG
tme,NN
wwpoints,NNS
mine,PRP
square,VB
ywllow,NN
kielbasa,FW
tomoko,VBP
toshiko,JJ
kathy,JJ
pops,JJ
barcarde,NN
daqurri,NN
purchase,VBP
popcycle,NN
savoury,VBP
ultra,JJ
bundt,JJ
logical,JJ
unashamedly,RB
consisen,NN
resteraunts,NNS
oneof,JJ
berrie,NN
sprig,NN
draw,NN
saltine,VB
consequently,RB
foil,VBP
affected,JJ
hung,JJ
mooshed,VBD
lifted,VBD
bent,NN
revise,VBP
tinned,JJ
tomato,VB
thyme,IN
slathering,VBG
masked,VBD
thyme,NNS
rainberry,NN
dunked,VBD
franks,NNS
sandwich,NNS
abundance,NN
vidalia,NNS
daniele,NN
flavours,JJ
sub,RB
scattering,VBG
yonks,NNS
elves,NNS
opportunity,NN
shaved,VBD
strained,VBN
stevia,NN
cherry,NNS
glad,VBN
fussiest,JJS
feeding,JJ
fillet,VBD
scandinavian,JJ
slant,NN
sudie,NN
repeating,VBG
silicon,NN
kugelhopf,VBD
sooooo,NNS
pricey,NN
looong,NN
steaks,VB
grow,JJ
pizza,VBP
oiled,VBN
risen,NN
punched,VBN
herbed,NN
combines,NNS
neither,RB
fantasic,JJ
susan,JJ
balances,NNS
ebay,JJ
holders,NNS
occupational,JJ
thereapist,NN
nursing,NN
pig,VB
turkey,VB
galvanized,VB
trash,NN
mixture,VBP
fiery,NN
bought,JJ
mezze,NN
know,VBN
thyme,RB
mexicorn,NN
grateful,JJ
dylan,NN
maroon,NN
turquoise,NN
crispies,NNS
match,VBP
decor,NN
holloween,JJ
pastel,NN
boureka,NN
bourekas,NN
fest,JJS
freshly,JJ
worthwhile,NN
evoo,NN
weekly,RB
seedless,VBP
camper,NN
thank,IN
katrina,VB
andrew,NN
prettiest,JJ
sprinkled,VB
parkerhouse,NN
steakhouses,VBZ
chilie,VBZ
simplest,JJS
updating,VBG
mug,VB
portable,NN
frazzled,VBN
mornings,NNS
stove,IN
wihout,NN
oooh,JJ
cantelope,JJ
constraints,NNS
melon,VBP
rare,NN
herbs,VBZ
hadit,NN
additive,NN
alike,RB
slowcook,NN
hyperventilating,VBG
whizzed,VBD
whil,NN
equivalent,JJ
weakness,NN
attacking,VBG
rock,VBP
delish,VBP
lasagna,VBP
dunking,VBG
shrimps,RB
parchment,NN
shrimps,VBP
rows,VBZ
point,VB
embarrassment,NN
karyl,VBD
lee,JJ
jaffa,JJ
indulgent,JJ
household,VBP
jan,JJ
hockey,NN
rain,VBP
tea,VBP
sweets,VBZ
fundraisers,NNS
decoration,NN
butterscotch,JJ
gooey,VBN
pretzel,IN
lengthwise,RB
velveeta,JJ
alright,JJ
proceed,JJ
icy,NN
yoghurt,FW
unbelievabe,JJ
picanta,NN
colesterol,NN
margarita,VBP
started,JJ
sechuan,JJ
debbie,NN
gardener,NN
canner,NN
meow,NN
heard,RB
purchase,VBZ
lowes,VBZ
conversation,NN
soo,RB
firmly,RB
montreal,NN
pint,JJ
cans,NN
forgetfulness,JJ
hockey,JJ
concession,NN
reacher,VB
airbornearmywife,RB
submmited,VBN
zaar,NNS
unmolded,JJ
pignoli,JJ
stands,NNS
alexander,NN
outdid,JJ
explained,VBD
mushed,VBN
masher,NN
clue,NN
chili,RB
least,JJ
route,NN
garden,VBZ
presented,VBN
pattie,JJ
drooling,NN
skin,VBN
though,VB
leeks,VBP
dislike,NN
whisper,RBR
accepable,JJ
hesitate,JJ
curdling,VBG
decedent,JJ
whisper,IN
oldie,VB
turbinado,NN
grandson,JJ
nana,JJ
sirloin,NNS
bg,JJ
walk,JJ
preheating,NN
kneadable,JJ
medium,JJ
contributes,VBZ
gizmo,NN
cored,VBN
cinch,NN
micro,VB
viola,RB
oysters,NNS
fault,VB
top,RP
stews,JJ
ham,VBD
liquidy,JJ
avoided,VB
disapeared,VBD
dessert,VBD
sand,NN
umbrella,JJ
afraid,IN
follow,RB
consensus,JJ
pregnant,JJ
definite,RB
gobbled,JJ
chilie,NN
rellenos,NN
toastada,JJ
copycats,NNS
bacon,IN
oscar,NN
myers,NNS
turkey,VBP
unk,VBP
couldnot,NN
respect,VBP
muffin,VBP
kitchenaide,IN
peches,NNS
crucial,JJ
forkfuls,NN
crisco,JJ
yummmmmm,RB
soooooo,VBD
souplike,JJ
dal,JJ
garam,NNS
masala,JJ
puffy,JJ
nineties,NNS
sixties,NNS
nuking,VBG
porcini,JJ
complements,VBZ
deseed,VBD
think,RP
pat,NN
mmmmm,JJ
knead,NN
morgan,RB
dispenses,NNS
milkshake,NN
rotini,VBP
nutricious,JJ
spilling,VBG
suspect,VB
applesauce,JJ
combos,NN
cruditees,NNS
tonight,VBP
unrolled,JJ
homemade,VB
grandma,VBP
lynn,JJ
glimpse,NN
suited,JJ
qualms,NN
whatsoever,RB
wolfing,VBG
quite,NN
improvise,NN
realised,VBD
overflowed,VBN
twenty,NN
bit,IN
improvise,VB
cravings,NNS
eyed,VBN
guess,VBP
thia,RB
marjoram,NN
roated,VBD
cornelia,NN
lopsided,JJ
tired,VBN
eggs,IN
tripled,VBN
starla,VBP
stayed,JJ
unknowingly,RB
star,VB
chorizo,JJ
cdn,NN
neat,JJ
sesame,VBP
nuttiness,NN
tgif,NN
oatbran,JJ
yummmy,NN
chrissyo,NN
watering,NN
greasing,VBG
forgot,VB
peach,VB
syrup,RB
clams,VBZ
avery,NN
subtil,NN
subtil,VBD
ai,VBP
removable,JJ
sneakier,JJR
barley,RB
kraut,NNS
flourless,JJ
torte,NN
non,RB
chive,JJ
seaoning,JJ
salt,RB
sourness,JJ
grapes,VBZ
doubting,VBG
bits,JJ
relevant,VB
played,VBN
dang,NN
hole,VBP
donut,NN
bruschetta,NN
shane,NN
ds,NNS
endlessly,RB
shorter,VBP
aholic,JJ
glaze,VBN
pass,VBP
lowered,VB
adversely,RB
dissolve,VBP
absolutely,JJ
listing,JJ
kinder,VB
modern,JJ
neal,NN
mean,VB
coarse,JJ
comparatively,RB
adobo,IN
concentrated,VBN
turnip,VB
kinda,NNS
disappointment,NN
overboard,JJ
fifth,JJ
warranted,VBD
diabetes,NNS
plums,NNS
sheet,JJ
sub,JJ
somehow,JJ
cubanelle,JJ
tingly,RB
deadly,RB
cubanelles,NNS
got,RB
closed,VBN
struggle,NN
squished,VBN
panfried,VBN
crash,NN
program,NN
hiding,VBG
powerwalking,JJ
squinting,VBG
unattractively,RB
quietly,RB
bathroom,NN
walls,NNS
polite,JJ
clean,VB
sticks,VBZ
crunchy,NNS
scraping,VBG
celeriac,VBP
tenderizes,NNS
yummmmm,RB
bf,VBP
hate,JJ
hectic,NN
spicey,NNS
teresa,VBP
dining,VBG
selected,VBN
corningware,JJ
sandwiched,VBD
airy,NNS
pop,VBD
tex,NN
mex,NN
thrown,JJ
fudgy,NN
gripe,NN
pepperidge,NN
upside,NN
dcmac,NN
divine,VB
halumi,JJ
toaste,NN
turnip,VBP
blah,NN
overcooked,VBN
simpler,VB
ton,JJ
tasty,VBZ
coconut,RP
castle,NN
nowhere,RB
amazed,VBD
yummyyyy,NN
eyed,JJ
windy,NN
autumn,IN
maple,NNS
timer,JJ
crumbcake,NN
ovar,NN
butterfinger,NN
particles,NNS
difiicult,NN
sevre,NN
mermaid,JJ
topping,JJ
whan,JJ
tots,NNS
messy,VBP
bin,NN
minor,NNS
beef,VBD
mysterious,JJ
bitterness,NN
afterall,NN
msg,JJ
smoothie,VBD
maine,NN
sunrise,NN
richer,RBR
infinitely,RB
hoarded,JJ
winds,NNS
crumbled,VBN
revision,NN
decision,NN
raved,JJ
otto,NN
buffalo,NN
ellie,NNS
miso,JJ
slender,JJR
discarded,JJ
interior,RB
firey,VBP
utterly,RB
shocked,VBN
clearly,RB
divine,VBP
modifying,NN
concesion,NN
combos,NNS
jdg,VBP
pointed,VBN
congealed,VBD
clump,NN
guest,VBP
myrna,VBP
northwoods,NNS
cabin,VBP
chunk,NN
unfroze,JJ
ladies,VBZ
derf,NN
kfc,NNS
shooter,NN
specify,VB
suprised,JJ
chew,VBP
teeth,NNS
consistency,VB
toblerone,NN
chocolates,VBZ
tams,NNS
earth,NN
fail,VB
tim,NN
munched,RP
sipped,VBD
thighs,JJ
holy,NN
batman,NN
wimp,VB
beach,JJ
mom,RBR
refrig,NN
texas,VBD
guilt,NN
geting,VBG
challenge,VBP
mayo,VBP
spud,NN
wisconsin,NN
russets,NNS
keywee,VBP
louisianna,NN
thru,NN
peasant,JJ
ziggy,CD
goofed,VBD
vein,NNS
gumped,VBD
become,NN
fav,JJ
beka,IN
wooooohoooooooo,RB
zingy,NN
refrig,VB
rotisserie,VBP
thrilled,JJ
thon,NN
somehow,RB
packaged,JJ
welcome,NN
chantarelles,NNS
shitake,VBP
crimini,JJ
domestic,JJ
singing,NN
praises,NNS
fine,VB
struggle,JJ
cupful,JJ
mental,JJ
methods,NNS
mop,VBP
elizabeth,NN
snacking,VBG
kitchen,RBR
kittencal,JJ
skeptics,NNS
wrinkled,VBD
dissolved,VBN
varsity,NN
caribe,NN
divan,NN
husband,VBZ
prize,JJ
equalled,VBN
teach,NN
clear,VB
meet,VB
standards,NNS
apricots,VB
smoothly,RB
toward,IN
anise,VBP
absinthe,NN
liqueur,JJ
favor,JJ
wendy,JJ
description,VBP
mentions,NNS
chart,NN
gooey,VBP
deboned,VBD
bay,JJ
qualm,NN
skimming,VBG
happier,VB
happened,VBN
chower,NN
clarity,NN
soooooo,JJ
dove,VBP
economical,VB
box,RB
habaneros,NN
account,VBP
evelync,NN
sugarpea,VBP
hollandaise,NN
filet,JJ
kneading,NN
robin,NN
karen,NNP
jar,JJ
colorboyswife,NN
perogies,NNS
william,IN
anatooskin,VB
best,JJ
lie,VB
hey,VBP
kneaded,VB
anna,RP
tells,NNS
copied,VBN
ooooooooooooh,NN
myyyyyyyyyyy,NN
meg,RB
ryan,JJ
scene,NN
harry,NN
sally,RB
orgasmic,JJ
bethany,JJ
dear,NN
consult,NN
tushy,NN
mizlaudee,NN
gravy,VBZ
monkey,JJ
plucking,VBG
utter,JJ
failure,NN
habenaro,NN
acurate,NN
sampled,VBD
soften,NN
mind,VBP
lesson,NN
degree,VBP
assortment,VBP
honeybeee,NN
russell,NN
reject,VB
andria,VBP
variaties,NNS
meats,VBP
garam,VB
crumbs,VBD
krg,VBD
quesadillas,JJ
suace,JJ
elegant,VBP
martini,JJ
balsamic,VBP
disappearred,VBD
pc,NN
immensley,JJ
roulette,VBP
bechamel,NN
sugarpea,JJ
cher,JJ
smashed,VBN
pestle,JJ
blueberries,VB
broke,RB
daal,NN
dressed,VBD
eaten,RBR
freezes,NNS
crisp,VBZ
sesameseeds,NNS
purist,JJ
bland,RB
braun,JJ
begun,VBN
marninade,NN
forward,NN
risen,JJ
sprinked,VBN
daikon,NN
layering,NN
crisp,RB
mixing,JJ
loading,VBG
streusel,NN
ol,JJ
bird,JJ
novice,JJ
briner,NN
mid,NN
snack,VBP
excluded,VBD
elissaz,NN
asked,NNS
cigars,NNS
smoke,VBD
kurdish,JJ
kubbeh,NN
yemenite,RB
mllawach,NN
iraqi,JJ
tehina,NN
taylortwo,JJ
coriander,JJ
pastelles,NNS
cuisine,JJ
levantine,NN
sunk,JJ
surface,VBP
petsrus,NN
tummy,NN
covers,NNS
tortillas,VBP
reheat,NN
parm,NN
colorboyswife,VBP
lesser,NN
total,VBP
lists,VBZ
sorbet,VBD
snowcream,NN
smart,JJ
basboosa,NN
semolina,NNS
cough,JJ
turkish,JJ
vanessa,VBP
eaten,CC
stuffies,VBZ
make,CC
stuffies,NNS
deepfry,VB
snacks,NNS
excellante,NN
magnifico,NN
mmmmmwhaa,NN
cannellinis,VBP
kale,JJ
bowl,RB
gotten,RB
utilizing,VBG
provide,VB
hearty,RB
boyfriend,JJ
eagle,VBP
pimentos,NNS
teresa,JJ
whites,VBZ
yogurt,VBN
jasmati,JJ
counteracts,NNS
bitterness,VBP
unhulled,JJ
ask,JJ
creol,NN
excellent,VBD
scoffed,VBD
hear,JJ
porkchops,NNS
smoky,VBZ
chops,RB
threads,VBZ
gon,NN
na,TO
yield,VBP
caliber,NN
container,JJ
nonfat,NN
toned,JJ
inbetween,NN
premade,JJ
miso,FW
asian,NN
themed,VBD
fettucine,JJ
danger,NN
forgo,JJ
alot,VBP
amt,NN
pale,JJ
scattered,VBD
stretch,NN
fragrant,NN
respects,NNS
margaritas,JJ
braid,NN
braid,VBN
separating,VBG
bob,IN
mullins,NNS
pourable,JJ
spreadable,JJ
constarch,NN
saucy,VBP
boss,IN
boss,JJ
grapevine,NN
correct,NN
inserted,VB
approximate,JJ
diameter,NN
congrats,NNS
ziti,JJ
heard,VBN
dates,VBZ
happen,JJ
medjool,NN
freezer,NNS
grab,VBP
classifies,NNS
comfort,VBP
vertically,RB
whine,JJ
microwave,FW
stove,FW
chopstick,JJ
batters,NNS
piece,JJ
uncultured,JJ
picked,JJ
hpope,NN
mind,NNS
favorite,VB
fantabulous,JJ
deference,NN
stomachs,JJ
tall,NN
patches,NNS
purely,RB
selfish,JJ
act,NN
suppertime,NN
selfish,NN
beach,NN
cashews,JJ
rendition,NN
trust,NN
u,NN
mousse,JJ
target,VBP
mascarpone,NN
tiramisu,JJ
mox,VBP
belive,VBP
puffier,JJR
assumed,JJ
ino,NN
go,RB
bert,IN
sprite,JJ
soda,RB
toss,JJ
pun,NN
amendments,NNS
novel,NN
bronx,NN
adaptation,NN
yankee,NN
series,NN
spur,JJ
ant,NN
somehow,NN
oct,RB
seeding,VBG
quicker,JJR
medium,VBP
elusive,JJ
flour,VBD
strongly,JJ
kasha,NN
yucky,JJ
compensate,VBP
genre,VBP
batches,VBZ
unhealthy,JJ
cancels,NNS
unhealthiness,JJ
considered,VBD
mmmmm,VB
cone,NN
notch,RB
tsps,VBD
laugh,JJ
spaghettini,NN
portobellos,IN
shaggy,JJ
property,NN
loins,NNS
kimbearly,RB
peeled,JJ
reminiscent,JJ
cappelini,VBP
bueno,NN
issue,NN
