name,category,sub_category,latitude,longtitude,description,address,x_addr,y_addr,url
"Merlion Park, Singapore: Attractions & Things to Do",recreation leisure,viewpoints,1.286862000219157, 103.8545520003101,"Half-fish and half-lion, the iconic Merlion resides at the waterfront Merlion Park. Merlion Park houses a Singapore icon that is half-fish and half-lion, and famous throughout the world.",One Fullerton,30363.1014,29920.191,
Marina Bay Sands® SkyPark,recreation leisure,viewpoints,1.283456000062664, 103.8608099997589,"The Marina Bay Sands<sup>®</sup> SkyPark is a roof like no other, perched 200 metres in the air with an infinity pool and observation deck in the clouds. The Marina Bay Sands<sup>®</sup> SkyPark is a roof like no other, perched 200 metres in the air with an infinity pool and observation deck in the clouds.","Level 57, 10 Bayfront Avenue",31059.5684,29543.5798,http://www.marinabaysands.com/sands-skypark.html
"Resorts World Sentosa, Singapore",recreation leisure,resorts,1.256750000072603, 103.8203299998753,"Experience endless excitement at Resorts World Sentosa with a variety of attractions and entertainment hot spots. Whether it’s themes parks, world-class performances or celebrity restaurants, you’ll never run out of things to do at Resorts World™ Sentosa.","8 Sentosa Gateway, Sentosa Island",26554.4633,26590.5558,http://www.rwsentosa.com
Singapore Garden & Singapore Park,nature wildlife,parks gardens,1.280568999899436, 103.8175889999025,This 10-km stretch of connecting trails lets you walk among the trees to observe a wide variety of flora and fauna in their natural habitat. The Southern Ridges is a 10-km stretch of connecting trails which lets you walk among the trees to observe a wide variety of flora and fauna in their natural habitat.,"Henderson Road, Mount Faber Park, Telok Blangah Hill Park",26249.4255,29224.3391,
Sungei Buloh,nature wildlife,reserves,1.446720000059973, 103.7301490001247,This ecological wonder will transport you into a world rich in animal and plant life. The ecological wonder of Sungei Buloh will transport you into a world rich in animal and plant life.,301 Neo Tiew Crescent,16518.8453,47596.7259,https://www.nparks.gov.sg/sbwr
S.E.A. Aquarium,nature wildlife,fun with animals,1.257354900225115, 103.8194932002368,"Immerse yourself underwater at the S.E.A. Aquarium™ and discover more than 100,000 marine animals. Immerse yourself underwater at the S.E.A. Aquarium™ and take a look into the planet’s largest window to the ocean.","8 Sentosa Gateway, Sentosa Island",26461.3339,26657.443,http://www.rwsentosa.com/language/en-US/Homepage/Attractions/MarineLifePark
Singapore River: History & Culture Tours,see do singapore,places to see,1.288480000197863, 103.8467599998385,"Get to know historic Singapore River and its famous quays: Boat Quay, Clarke Quay and Robertson Quay. After all, this is where it all began. Get to know the historic Singapore River and its famous quays: Boat Quay, Clarke Quay and Robertson Quay. This, after all, is where it all began.",10 Eu Tong Sen Street,29495.9162,30099.0953,http://singapore-river.com/
Joo Chiat/Katong: Singapore Peranakan Neighbourhood,see do singapore,places to see,1.305889999751196, 103.9044800003011,"Discover Peranakan culture as you stroll past heritage shophouses, quaint stores and eateries in this charming corner of eastern Singapore. Discover Peranakan culture as you stroll past heritage shophouses, quaint stores and eateries in Joo Chiat/Katong, a charming corner of eastern Singapore.",113 East Coast Road,35919.6114,32024.3114,
"Sentosa Island, Singapore: Leisure & Attractions",see do singapore,places to see,1.248829999963914, 103.8280899998558,"Sentosa Island is Singapore’s favourite leisure destination with exciting attractions, golden beaches, luxe retreats and the country’s first integrated resort. Sentosa Island is Singapore’s favourite leisure destination, with more than 500 hectares filled with exciting attractions, golden beaches, luxe retreats and the country’s first integrated resort, Resorts World Sentosa.",33 Allanbrooke Road,27418.0944,25714.8003,http://www.sentosa.com.sg
Chinatown Singapore: History & Culture,see do singapore,places to see,1.281699999717136, 103.8437710001418,"Singapore’s historic Chinatown is a bustling mix of old and new, filled with traditional shops and markets as well as cool stores and cafes. Singapore’s legendary Chinatown is a bustling mix of old and new, filled with traditional shops and night markets as well as cool stores and cafes.",2 Banda Street,29163.269,29349.3962,http://www.chinatown.sg/
Buddha Tooth Relic Temple & Museum in Singapore,culture heritage,places of worship,1.281619999739177, 103.8443799995928,This Tang-styled Chinese Buddhist temple in Chinatown gets its name from what the Buddhists regard as the Sacred Buddha Tooth Relic. The Buddha Tooth Relic Temple & Museum is a Tang-styled Chinese Buddhist temple in Chinatown that gets its name from the Sacred Buddha Tooth Relic.,288 South Bridge Road,29231.0456,29340.5505,http://www.btrts.org.sg/
National Gallery Singapore,arts,museums galleries,1.290140999550225, 103.8513559998289,Take in the region’s newest and largest museum of modern Singapore and Southeast Asian art housed within two of Singapore’s awe-inspiring national monuments. Take in the region’s newest and largest museum of modern Singapore and Southeast Asian art housed within two of Singapore’s awe-inspiring national monuments.,1 St Andrew's Road,30007.4108,30282.7631,http://www.nationalgallery.sg
Universal Studios Singapore™ Theme Park,recreation leisure,fun things to do,1.254041999669545, 103.8238079999143,Step into the glamorous world of movies at this world-class theme park located within Resorts World Sentosa™. Universal Studios Singapore™ at Resorts World™ Sentosa is a movie-themed entertainment park that the whole family can enjoy.,"8 Sentosa Gateway, Sentosa Island",26941.5389,26291.1174,http://www.rwsentosa.com/language/en-US/Homepage/Attractions/UniversalStudiosSingapore
Singapore Science Centre,recreation leisure,fun things to do,1.332949999820469, 103.7358720003364,This enlightening attraction holds the largest collection of educational materials devoted to science in Singapore. Singapore Science Centre holds the largest collection of educational materials devoted to science in the country.,15 Science Centre Road,17155.207,35016.5698,http://www.science.edu.sg/Pages/SCBHome.aspx
Fuk Tak Chi Museum & Places of Interest,culture heritage,heritage discovery,1.282919999924477, 103.84887000001,Fuk Tak Chi Museum was once the oldest Chinese temple in Singapore and is an elegant example of restored architecture in Chinatown. Fuk Tak Chi Museum was once the oldest Chinese temple in Singapore and is an elegant example of restored architecture in Chinatown.,76 Telok Ayer Street,29730.7451,29484.3004,http://www.fareastsquare.com.sg/home/index.aspx?key=fuktakchimuseum
Katong Antique House Singapore: Peranakan Heritage,culture heritage,heritage discovery,1.307259999666228, 103.9071399999358,"Step into this fully restored bona fide Peranakan family home, and admire the many antiques and heirlooms worthy of any museum collection. Step into this fully restored bona fide Peranakan family home, and admire the many antiques and heirlooms worthy of any museum collection.",208 East Coast Road,36215.6407,32175.8076,
Chinese Garden Singapore,nature wildlife,parks gardens,1.338611000249831, 103.7299999998047,A tranquil patch of imperial China in the west of Singapore is pleasant respite from the bustle of the city. A tranquil patch of imperial China in the west of Singapore is pleasant respite from the bustle of the city.,1 Chinese Garden Road,16501.7399,35642.5618,http://www.nhb.gov.sg/resources/virtual-exhibitions-and-tours/walking-through-heritage/chinese-garden
East Coast Park Singapore,nature wildlife,parks gardens,1.300784000072528, 103.9121870003976,"With so many attractions packed into this 15-km stretch of beaches, you’ll never run out of things to do. With so many attractions packed into the 15-km stretch of beaches at East Coast Park, you’ll never run out of things to do.",Along East Coast Parkway and East Coast Park Service Road,36777.3479,31459.7412,http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=14&Itemid=371
Fort Canning Park,nature wildlife,parks gardens,1.295381999999231, 103.8465090001285,"Whether you’re a history buff, music fan or nature lover, this historic landmark on a hill is full of surprises. Whether you’re a history buff, music fan or nature lover, this historic Fort Canning Park has something for everyone.","Bounded by Hill Street, Canning Rise, Clemenceau Avenue and River Valley Road",29467.9781,30862.2827,http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=16Th
"Kusu Island, Singapore",nature wildlife,singapore islands,1.2230964997547, 103.860523199782,"If you’re looking for local heritage off the beaten track with a good dash of nature, Kusu Island hits the spot. Kusu Island lies to the south of Singapore, and has a wonderful mix of local heritage and beach activities.",Kusu Island,31027.7192,22869.3386,http://www.sentosa.com.sg/en/nature/southern-islands/kusu-island/
"Jurong Bird Park, Singapore: Attractions & Things to Do",nature wildlife,fun with animals,1.318706000436972, 103.7064420000953,"Jurong Bird Park has almost every species to impress avian lovers, along with fun exhibits, interactive shows, and of course, its charming residents. Jurong Bird Park has almost every species to impress avian lovers, along with fun exhibits, interactive shows, and of course, its charming residents.",2 Jurong Hill,13879.8679,33441.6866,http://www.birdpark.com.sg
HortPark,nature wildlife,parks gardens,1.279069000226187, 103.7997239999188,Lose yourself in this dreamscape of stunning gardens that will make you forget the bustle of city. HortPark is a gorgeous collection of stunning gardens and plants that will make you  forget about the bustle of city.,33 Hyderabad Road,24261.1939,29058.496,http://www.nparks.gov.sg/cms/index.php?option=com_visitorsguide&task=parks&id=17&Itemid=73
Adventure Cove Waterpark™ Singapore,recreation leisure,fun things to do,1.257338799985209, 103.8195254000482,Make a big splash at this aquatic adventure park at Resorts World™ Sentosa. Adventure Cove Waterpark™ Singapore at Resorts World™ Sentosa promises a day of wet and wild fun in the sun.,"8 Sentosa Gateway, Sentosa Island",26464.9175,26655.6626,http://www.rwsentosa.com/language/en-US/Homepage/Attractions/MarineLifePark/AdventureCoveWaterpark
Lasalle College of the Arts,architecture,modern,1.302900000419045, 103.8516000003647,How can something that fits so perfectly into a cityscape evoke nature as well? It all lies in the design of Lasalle College of the Arts. How can something that fits so perfectly into a cityscape evoke nature as well? It all lies in the design of Lasalle College of the Arts.,1 McNally Street,30034.5559,31693.5879,https://www.lasalle.edu.sg
